OCC_CODE,OCC_TITLE,YEAR,A_MEAN,wage_eqw,wage_eqf,wage_entropy,wage_cluster
35-9099,"Food Preparation and Serving Related Workers, All Other",2022,31990.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,2022,47430.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",2022,55770.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2022,33960.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
37-2012,Maids and Housekeeping Cleaners,2022,31920.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
37-2019,"Building Cleaning Workers, All Other",2022,41360.0,Very Low,Q1,"(40715.0, 60460.0]","(-inf, 61812.893]"
37-2021,Pest Control Workers,2022,42210.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
37-3011,Landscaping and Groundskeeping Workers,2022,37270.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",2022,42560.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
37-3013,Tree Trimmers and Pruners,2022,49820.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
37-3019,"Grounds Maintenance Workers, All Other",2022,43750.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
39-1013,First-Line Supervisors of Gambling Services Workers,2022,56400.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",2022,48630.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
39-1022,First-Line Supervisors of Personal Service Workers,2022,47330.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
39-2011,Animal Trainers,2022,41820.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
39-2021,Animal Caretakers,2022,32160.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
39-3011,Gambling Dealers,2022,34350.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
39-3012,Gambling and Sports Book Writers and Runners,2022,32310.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
39-3019,"Gambling Service Workers, All Other",2022,34340.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
39-3021,Motion Picture Projectionists,2022,35710.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",2022,28700.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
39-3091,Amusement and Recreation Attendants,2022,28350.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
39-3092,Costume Attendants,2022,55070.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",2022,32560.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
39-3099,"Entertainment Attendants and Related Workers, All Other",2022,30810.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
39-4011,Embalmers,2022,54120.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
39-4012,Crematory Operators,2022,43120.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
39-4021,Funeral Attendants,2022,34340.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
39-4031,"Morticians, Undertakers, and Funeral Arrangers",2022,58430.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
39-5011,Barbers,2022,39350.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",2022,38910.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
39-5091,"Makeup Artists, Theatrical and Performance",2022,93850.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
39-5092,Manicurists and Pedicurists,2022,33560.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
39-5093,Shampooers,2022,27870.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
39-5094,Skincare Specialists,2022,47790.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
39-6011,Baggage Porters and Bellhops,2022,33130.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
39-6012,Concierges,2022,38270.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
39-7010,Tour and Travel Guides,2022,37790.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
39-9011,Childcare Workers,2022,29570.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
39-9031,Exercise Trainers and Group Fitness Instructors,2022,50170.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
39-9032,Recreation Workers,2022,34170.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
39-9041,Residential Advisors,2022,37530.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
39-9099,"Personal Care and Service Workers, All Other",2022,33580.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
41-1011,First-Line Supervisors of Retail Sales Workers,2022,50130.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
