OCC_CODE,OCC_TITLE,YEAR,A_MEAN,wage_eqw,wage_eqf,wage_entropy,wage_cluster
13-2020,Property Appraisers and Assessors,2019,63610.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
13-2031,Budget Analysts,2019,80300.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
13-2041,Credit Analysts,2019,84930.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
13-2052,Personal Financial Advisors,2019,119290.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
13-2053,Insurance Underwriters,2019,77640.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
13-2061,Financial Examiners,2019,92330.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
13-2071,Credit Counselors,2019,50230.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
13-2072,Loan Officers,2019,76200.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
13-2081,"Tax Examiners and Collectors, and Revenue Agents",2019,60960.0,Very Low,Q3,"(60460.0, 87500.0]","(-inf, 61812.893]"
13-2082,Tax Preparers,2019,49550.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",2019,94160.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
15-1211,Computer Systems Analysts,2019,96160.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
15-1212,Information Security Analysts,2019,104210.0,Very Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
15-1221,Computer and Information Research Scientists,2019,127460.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
15-1231,Computer Network Support Specialists,2019,68860.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
15-1232,Computer User Support Specialists,2019,56550.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
15-1241,Computer Network Architects,2019,115110.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
15-1244,Network and Computer Systems Administrators,2019,88410.0,Very Low,Q4,"(87500.0, 171905.0]","(61812.893, 101799.419]"
15-1245,Database Administrators and Architects,2019,96110.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
15-1251,Computer Programmers,2019,92610.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
15-1256,Software Developers and Software Quality Assurance Analysts and Testers,2019,111620.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
15-1257,Web Developers and Digital Interface Designers,2019,82370.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
15-1299,"Computer Occupations, All Other",2019,92410.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
15-2011,Actuaries,2019,120970.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
15-2021,Mathematicians,2019,107280.0,Very Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
15-2031,Operations Research Analysts,2019,90600.0,Very Low,Q4,"(87500.0, 171905.0]","(61812.893, 101799.419]"
15-2041,Statisticians,2019,95680.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
15-2098,"Data Scientists and Mathematical Science Occupations, All Other",2019,100560.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
17-1011,"Architects, Except Landscape and Naval",2019,89560.0,Very Low,Q4,"(87500.0, 171905.0]","(61812.893, 101799.419]"
17-1012,Landscape Architects,2019,73970.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
17-1021,Cartographers and Photogrammetrists,2019,69790.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
17-1022,Surveyors,2019,67920.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
17-2011,Aerospace Engineers,2019,119220.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
17-2021,Agricultural Engineers,2019,98290.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
17-2031,Bioengineers and Biomedical Engineers,2019,97090.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
17-2041,Chemical Engineers,2019,117090.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
17-2051,Civil Engineers,2019,94360.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
17-2061,Computer Hardware Engineers,2019,123030.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
17-2071,Electrical Engineers,2019,103480.0,Very Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
17-2072,"Electronics Engineers, Except Computer",2019,110210.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
17-2081,Environmental Engineers,2019,94220.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",2019,94810.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
17-2112,Industrial Engineers,2019,92660.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
17-2121,Marine Engineers and Naval Architects,2019,98730.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
17-2131,Materials Engineers,2019,97890.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
17-2141,Mechanical Engineers,2019,93540.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",2019,96990.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
17-2161,Nuclear Engineers,2019,120700.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
17-2171,Petroleum Engineers,2019,156780.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
17-2199,"Engineers, All Other",2019,102460.0,Very Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
17-3011,Architectural and Civil Drafters,2019,58080.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
17-3012,Electrical and Electronics Drafters,2019,65720.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
17-3013,Mechanical Drafters,2019,60500.0,Very Low,Q3,"(60460.0, 87500.0]","(-inf, 61812.893]"
17-3019,"Drafters, All Other",2019,54840.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
17-3021,Aerospace Engineering and Operations Technologists and Technicians,2019,68340.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
17-3022,Civil Engineering Technologists and Technicians,2019,55480.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
17-3023,Electrical and Electronic Engineering Technologists and Technicians,2019,66240.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,2019,61420.0,Very Low,Q3,"(60460.0, 87500.0]","(-inf, 61812.893]"
17-3025,Environmental Engineering Technologists and Technicians,2019,54740.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
17-3026,Industrial Engineering Technologists and Technicians,2019,59400.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
17-3027,Mechanical Engineering Technologists and Technicians,2019,59160.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
17-3031,Surveying and Mapping Technicians,2019,48500.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
17-3098,"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other",2019,65940.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-1011,Animal Scientists,2019,68570.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-1012,Food Scientists and Technologists,2019,76190.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-1013,Soil and Plant Scientists,2019,69860.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-1021,Biochemists and Biophysicists,2019,108180.0,Very Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
19-1022,Microbiologists,2019,82760.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-1023,Zoologists and Wildlife Biologists,2019,67200.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-1029,"Biological Scientists, All Other",2019,87590.0,Very Low,Q4,"(87500.0, 171905.0]","(61812.893, 101799.419]"
19-1031,Conservation Scientists,2019,67040.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-1032,Foresters,2019,63270.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-1041,Epidemiologists,2019,78290.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-1042,"Medical Scientists, Except Epidemiologists",2019,98770.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
19-1099,"Life Scientists, All Other",2019,85890.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-2011,Astronomers,2019,122270.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
19-2012,Physicists,2019,131080.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
19-2021,Atmospheric and Space Scientists,2019,97160.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
19-2031,Chemists,2019,84150.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-2032,Materials Scientists,2019,100430.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
19-2041,"Environmental Scientists and Specialists, Including Health",2019,77940.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-2042,"Geoscientists, Except Hydrologists and Geographers",2019,108350.0,Very Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
19-2043,Hydrologists,2019,86330.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-2099,"Physical Scientists, All Other",2019,112070.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
19-3011,Economists,2019,116630.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
19-3022,Survey Researchers,2019,65760.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-3031,"Clinical, Counseling, and School Psychologists",2019,87450.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-3032,Industrial-Organizational Psychologists,2019,111150.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
19-3039,"Psychologists, All Other",2019,98230.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
19-3041,Sociologists,2019,90590.0,Very Low,Q4,"(87500.0, 171905.0]","(61812.893, 101799.419]"
19-3051,Urban and Regional Planners,2019,77750.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-3091,Anthropologists and Archeologists,2019,66810.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-3092,Geographers,2019,81970.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-3093,Historians,2019,68690.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-3094,Political Scientists,2019,120260.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
19-3099,"Social Scientists and Related Workers, All Other",2019,87690.0,Very Low,Q4,"(87500.0, 171905.0]","(61812.893, 101799.419]"
19-4010,Agricultural and Food Science Technicians,2019,44440.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
19-4021,Biological Technicians,2019,49110.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
19-4031,Chemical Technicians,2019,52910.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
19-4042,"Environmental Science and Protection Technicians, Including Health",2019,50760.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
19-4045,Geological and Hydrologic Technicians,2019,60800.0,Very Low,Q3,"(60460.0, 87500.0]","(-inf, 61812.893]"
19-4051,Nuclear Technicians,2019,82710.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-4061,Social Science Research Assistants,2019,51340.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
19-4071,Forest and Conservation Technicians,2019,45860.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
19-4092,Forensic Science Technicians,2019,63170.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-4099,"Life, Physical, and Social Science Technicians, All Other",2019,53670.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
19-5011,Occupational Health and Safety Specialists,2019,76290.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-5012,Occupational Health and Safety Technicians,2019,56470.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
21-1012,"Educational, Guidance, and Career Counselors and Advisors",2019,61000.0,Very Low,Q3,"(60460.0, 87500.0]","(-inf, 61812.893]"
21-1013,Marriage and Family Therapists,2019,54590.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
21-1015,Rehabilitation Counselors,2019,40160.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",2019,49950.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
21-1019,"Counselors, All Other",2019,48800.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
21-1021,"Child, Family, and School Social Workers",2019,51030.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
21-1022,Healthcare Social Workers,2019,59300.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
21-1023,Mental Health and Substance Abuse Social Workers,2019,51670.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
21-1029,"Social Workers, All Other",2019,61750.0,Very Low,Q3,"(60460.0, 87500.0]","(-inf, 61812.893]"
21-1091,Health Education Specialists,2019,60500.0,Very Low,Q3,"(60460.0, 87500.0]","(-inf, 61812.893]"
21-1092,Probation Officers and Correctional Treatment Specialists,2019,59910.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
21-1093,Social and Human Service Assistants,2019,37050.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
21-1094,Community Health Workers,2019,44390.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
21-1099,"Community and Social Service Specialists, All Other",2019,46900.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
21-2011,Clergy,2019,55190.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
21-2021,"Directors, Religious Activities and Education",2019,50490.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
21-2099,"Religious Workers, All Other",2019,39830.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
23-1011,Lawyers,2019,145300.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
23-1012,Judicial Law Clerks,2019,59890.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",2019,100230.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
23-1022,"Arbitrators, Mediators, and Conciliators",2019,73720.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
23-1023,"Judges, Magistrate Judges, and Magistrates",2019,128550.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
23-2011,Paralegals and Legal Assistants,2019,55020.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
23-2093,"Title Examiners, Abstractors, and Searchers",2019,52050.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
23-2099,"Legal Support Workers, All Other",2019,70840.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-1011,"Business Teachers, Postsecondary",2019,105440.0,Very Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
25-1021,"Computer Science Teachers, Postsecondary",2019,98430.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
25-1022,"Mathematical Science Teachers, Postsecondary",2019,86330.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-1031,"Architecture Teachers, Postsecondary",2019,98980.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
25-1032,"Engineering Teachers, Postsecondary",2019,112110.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
25-1041,"Agricultural Sciences Teachers, Postsecondary",2019,89320.0,Very Low,Q4,"(87500.0, 171905.0]","(61812.893, 101799.419]"
25-1042,"Biological Science Teachers, Postsecondary",2019,98700.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",2019,90940.0,Very Low,Q4,"(87500.0, 171905.0]","(61812.893, 101799.419]"
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",2019,102690.0,Very Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
25-1052,"Chemistry Teachers, Postsecondary",2019,92650.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
25-1053,"Environmental Science Teachers, Postsecondary",2019,93450.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
25-1054,"Physics Teachers, Postsecondary",2019,101110.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
25-1061,"Anthropology and Archeology Teachers, Postsecondary",2019,95140.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",2019,88410.0,Very Low,Q4,"(87500.0, 171905.0]","(61812.893, 101799.419]"
25-1063,"Economics Teachers, Postsecondary",2019,119160.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
25-1064,"Geography Teachers, Postsecondary",2019,86540.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-1065,"Political Science Teachers, Postsecondary",2019,102290.0,Very Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
25-1066,"Psychology Teachers, Postsecondary",2019,87530.0,Very Low,Q4,"(87500.0, 171905.0]","(61812.893, 101799.419]"
25-1067,"Sociology Teachers, Postsecondary",2019,85240.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-1069,"Social Sciences Teachers, Postsecondary, All Other",2019,85390.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-1071,"Health Specialties Teachers, Postsecondary",2019,121620.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
25-1072,"Nursing Instructors and Teachers, Postsecondary",2019,83160.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-1081,"Education Teachers, Postsecondary",2019,74560.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-1082,"Library Science Teachers, Postsecondary",2019,77170.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",2019,72980.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-1112,"Law Teachers, Postsecondary",2019,129950.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
25-1113,"Social Work Teachers, Postsecondary",2019,77910.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-1121,"Art, Drama, and Music Teachers, Postsecondary",2019,83220.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-1122,"Communications Teachers, Postsecondary",2019,79830.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-1123,"English Language and Literature Teachers, Postsecondary",2019,80180.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-1124,"Foreign Language and Literature Teachers, Postsecondary",2019,80170.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-1125,"History Teachers, Postsecondary",2019,84210.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-1126,"Philosophy and Religion Teachers, Postsecondary",2019,88970.0,Very Low,Q4,"(87500.0, 171905.0]","(61812.893, 101799.419]"
25-1192,"Family and Consumer Sciences Teachers, Postsecondary",2019,85270.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",2019,73720.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-1194,"Career/Technical Education Teachers, Postsecondary",2019,60420.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
25-1199,"Postsecondary Teachers, All Other",2019,80720.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-2011,"Preschool Teachers, Except Special Education",2019,34650.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
25-2012,"Kindergarten Teachers, Except Special Education",2019,60210.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
25-2021,"Elementary School Teachers, Except Special Education",2019,63930.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-2022,"Middle School Teachers, Except Special and Career/Technical Education",2019,63550.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-2023,"Career/Technical Education Teachers, Middle School",2019,64900.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",2019,65930.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-2032,"Career/Technical Education Teachers, Secondary School",2019,64800.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-2051,"Special Education Teachers, Preschool",2019,67060.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-2052,"Special Education Teachers, Kindergarten and Elementary School",2019,64420.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-2057,"Special Education Teachers, Middle School",2019,65740.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-2058,"Special Education Teachers, Secondary School",2019,65710.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-2059,"Special Education Teachers, All Other",2019,65350.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",2019,58980.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
25-3021,Self-Enrichment Teachers,2019,46120.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
25-3031,"Substitute Teachers, Short-Term",2019,32460.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
25-3097,"Tutors and Teachers and Instructors, All Other",2019,48700.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
25-4011,Archivists,2019,57500.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
25-4012,Curators,2019,59130.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
25-4013,Museum Technicians and Conservators,2019,48030.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
25-4022,Librarians and Media Collections Specialists,2019,61920.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-4031,Library Technicians,2019,36950.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
25-9021,Farm and Home Management Educators,2019,52720.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
25-9031,Instructional Coordinators,2019,69180.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-9044,"Teaching Assistants, Postsecondary",2019,36460.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
25-9045,"Teaching Assistants, Except Postsecondary",2019,29640.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
25-9099,"Educational Instruction and Library Workers, All Other",2019,45970.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
27-1011,Art Directors,2019,109600.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
27-1012,Craft Artists,2019,38740.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",2019,63030.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
27-1014,Special Effects Artists and Animators,2019,84780.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
27-1019,"Artists and Related Workers, All Other",2019,67750.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
27-1021,Commercial and Industrial Designers,2019,73820.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
27-1022,Fashion Designers,2019,86110.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
27-1023,Floral Designers,2019,29760.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
27-1024,Graphic Designers,2019,56510.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
27-1025,Interior Designers,2019,60990.0,Very Low,Q3,"(60460.0, 87500.0]","(-inf, 61812.893]"
27-1026,Merchandise Displayers and Window Trimmers,2019,32940.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
27-1027,Set and Exhibit Designers,2019,62480.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
27-1029,"Designers, All Other",2019,73510.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
27-2011,Actors,2019,,,,,
27-2012,Producers and Directors,2019,93940.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
27-2021,Athletes and Sports Competitors,2019,93140.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
27-2022,Coaches and Scouts,2019,44910.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
27-2023,"Umpires, Referees, and Other Sports Officials",2019,38810.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
27-2031,Dancers,2019,,,,,
27-2032,Choreographers,2019,53590.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
27-2041,Music Directors and Composers,2019,64670.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
27-2042,Musicians and Singers,2019,,,,,
27-2090,"Miscellaneous Entertainers and Performers, Sports and Related Workers",2019,,,,,
27-3011,Broadcast Announcers and Radio Disc Jockeys,2019,53580.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
